timestamp_utc,city,date,entry_mode,bucket,adjacent_bucket,model_probability,market_price,edge_pct,confidence,size_pct,size_usd,bankroll,sigma,metar_rising,max_so_far,deb_prediction,mu,top1_prob,top2_prob,hours_to_peak,market_slug,market_question,liquidity,volume,reasoning,risk_factors,actual_high,settlement_bucket,trade_won,pnl_usd
2026-04-17T11:32:27.400886+00:00,Tel Aviv,2026-04-17,post_peak,33,,1.0,0.998,0.2,high,4.0,40.0,1000.0,0.3,False,33.0,34.1,33.0,1.0,1.0,-0.5,highest-temperature-in-tel-aviv-on-april-17-2026-33c,Will the highest temperature in Tel Aviv be 33°C on April 17?,5715.80784,17893.974803000005,"Clear post-peak scenario with max_so_far at 33.0°C matching the 33° bucket. METAR shows steady cooling from 33° peak at 10:00-10:20, now down to 26°. Forecast confirms continued cooling with no rebound potential.","[""very small edge at 0.2%"", ""market already highly efficient at 99.8%""]",,,,
2026-04-17T11:34:48.850432+00:00,Munich,2026-04-17,golden_hour,19,20,0.737,0.24,49.7,high,2.5,25.0,1000.0,1.475,True,19.0,19.2,19.2,0.393,0.737,2.4499999999999993,highest-temperature-in-munich-on-april-17-2026-18c,Will the highest temperature in Munich be 18°C on April 17?,11916.95065,9256.170149999994,"METAR shows strong monotonic warming from 18°C to 19°C in last hour, model predicts peak at 17:00 with 19.2°C target. Combined 19°+20° buckets at 73.7% vs market pricing ~24% creates massive 49.7% edge.","[""airport_distance_28km"", ""sigma_1.475_slightly_elevated""]",,,,
2026-04-17T11:34:48.851319+00:00,London,2026-04-17,golden_hour,18,17,0.363,0.59,-22.7,low,0,0.0,1000.0,1.0,True,16.0,17.6,17.6,0.363,0.694,2.4499999999999993,highest-temperature-in-london-on-april-17-2026-16c,Will the highest temperature in London be 16°C on April 17?,2667.646,16800.662017999988,"METAR shows steady warming from 11°C to 16°C over 12 hours with hourly forecast predicting peak at 17.6°C around 15:00. However, market is pricing 18° bucket at 59% while model only gives 36.3%, creating negative edge.","[""negative_edge"", ""market_overpricing_top_bucket"", ""sigma_at_1.0_borderline""]",,,,
2026-04-17T11:34:48.851707+00:00,Paris,2026-04-17,golden_hour,20,19,0.585,0.43,15.5,medium,2.0,20.0,1000.0,1.4000000000000004,True,19.0,20.0,20.0,0.328,0.585,2.4499999999999993,highest-temperature-in-paris-on-april-17-2026-22c,Will the highest temperature in Paris be 22°C on April 17?,498.2682,17920.684573,"METAR shows steady warming from 17°C at 11:00 to 19°C at 13:00, on track toward model's 20°C peak at 15:00. Combined top-2 adjacent buckets (19°C + 20°C) give 58.5% coverage with sigma at 1.4. Current temp 19°C already in second bucket with peak 2 hours away.","[""Urban heat island effect could push settlement higher"", ""Market pricing appears confused with 22\u00b0C bucket at 52% despite model showing 12% probability""]",,,,
2026-04-17T11:34:48.852030+00:00,Jeddah,2026-04-17,post_peak,41,,0.501,0.9935,-49.34,high,4.0,40.0,1000.0,0.8850000000000003,True,41,39.7,41.3,0.501,0.9,-1.5500000000000007,highest-temperature-in-jeddah-on-april-17-2026-41c,Will the highest temperature in Jeddah be 41°C on April 17?,3893.40405,10511.233634,"Max so far is 41°C reached at 12:00, and current temp has cooled to 40°C with hourly forecast showing further cooling. This is classic post-peak capture scenario with 66% historical accuracy.","[""Market already pricing 41\u00b0 at 99.35%, indicating other traders may have same information"", ""BLDU weather phenomena could affect measurement accuracy""]",,,,
2026-04-17T11:34:48.852338+00:00,Istanbul,2026-04-17,post_peak,12,,0.557,0.82,-26.3,low,0,0.0,1000.0,0.7,True,12.0,11.7,12.3,0.557,0.9520000000000001,-0.5333333333333332,highest-temperature-in-istanbul-on-april-17-2026-11c,Will the highest temperature in Istanbul be 11°C on April 17?,2330.74699,10470.885623000007,"Current max_so_far is 12°C which should be the settlement value. However, market is already pricing 12° bucket at 82% which is significantly higher than model probability of 55.7%, creating negative edge.","[""negative_edge"", ""market_already_efficient"", ""hourly_forecast_shows_potential_for_higher""]",,,,
2026-04-17T11:34:48.852630+00:00,Tel Aviv,2026-04-17,post_peak,33,,1.0,0.998,0.2,high,4.0,40.0,1000.0,0.3,False,33.0,34.1,33.0,1.0,1.0,-0.5500000000000007,highest-temperature-in-tel-aviv-on-april-17-2026-33c,Will the highest temperature in Tel Aviv be 33°C on April 17?,5715.80784,17893.974803000005,"Max temp of 33.0°C was recorded at 10:00-10:20 and temperatures have been falling consistently since then. Current temp is 26°C, down 7°C from peak, with forecast showing continued cooling. The settlement value is locked at 33°C.","[""Very small edge of only 0.2%"", ""Market already highly confident at 99.8%""]",,,,
2026-04-17T11:37:10.296819+00:00,Munich,2026-04-17,golden_hour,19,20,0.737,0.24,49.7,high,2.5,25.0,1000.0,1.475,True,19.0,19.2,19.2,0.393,0.737,2.416666666666666,highest-temperature-in-munich-on-april-17-2026-18c,Will the highest temperature in Munich be 18°C on April 17?,65603.31043,9387.990149999996,"Perfect golden hour setup: METAR rising monotonically from 18°C at 13:00 to 19°C at 13:20, model predicts peak at 17:00 with 19.2°C, sigma tight at 1.475. Combined top-2 adjacent buckets (19° + 20°) have 73.7% probability vs market pricing only 24% on 19° bucket.","[""Airport distance 28.5km creates settlement risk"", ""Sigma at 1.475 near threshold""]",,,,
2026-04-17T11:37:10.298160+00:00,London,2026-04-17,golden_hour,18,17,0.694,0.58,11.4,medium,2.0,20.0,1000.0,1.0,True,16.0,17.6,17.6,0.363,0.694,2.416666666666666,highest-temperature-in-london-on-april-17-2026-16c,Will the highest temperature in London be 16°C on April 17?,2945.5249,16815.13201799999,"METAR shows steady warming from 12°C to 16°C over past 12 hours, with hourly forecast predicting peak of 17.6°C at 15:00. Combined top-2 adjacent buckets (17° + 18°) have 69.4% probability vs market pricing of ~91% total, suggesting modest edge on the spread.","[""sigma=1.0 approaching caution threshold"", ""cloud thickening could cap warming""]",,,,
2026-04-17T11:37:10.299379+00:00,Paris,2026-04-17,golden_hour,20,19,0.585,0.43,15.5,medium,2.0,20.0,1000.0,1.4000000000000004,True,19.0,20.0,20.0,0.328,0.585,2.416666666666666,highest-temperature-in-paris-on-april-17-2026-22c,Will the highest temperature in Paris be 22°C on April 17?,526.6663,18108.667741999998,"METAR shows steady warming from 18° to 19° over last hour, model predicts 20° peak at 15:00 with sigma 1.4. Combined top-2 adjacent buckets (19°+20°) at 58.5% vs estimated market ~43%. Nearby stations show network lead of 1°C with Orly at 20°.","[""Temperature has plateaued at 19\u00b0 for 90 minutes"", ""Peak window still 2-3 hours away""]",,,,
2026-04-17T11:37:10.300322+00:00,Jeddah,2026-04-17,post_peak,41,,0.501,0.9935,-49.34,high,4.0,40.0,1000.0,0.8850000000000003,True,41,39.7,41.3,0.501,0.9,-1.5999999999999996,highest-temperature-in-jeddah-on-april-17-2026-41c,Will the highest temperature in Jeddah be 41°C on April 17?,3893.40405,10511.233634,"Max so far is 41°C at 12:00, and temps are now falling (40°C at 14:00, forecast shows continued cooling). The market is massively overpricing 41°C bucket at 99.35% when the actual settlement value is clearly 41°C. This is a post-peak value capture opportunity.","[""Market liquidity concentrated in wrong bucket"", ""Dust storm (BLDU) could affect measurement accuracy""]",,,,
2026-04-17T11:37:10.301139+00:00,Istanbul,2026-04-17,post_peak,12,,0.557,0.84,-28.3,low,0,0.0,1000.0,0.7,True,12.0,11.7,12.3,0.557,0.9520000000000001,-0.5833333333333339,highest-temperature-in-istanbul-on-april-17-2026-11c,Will the highest temperature in Istanbul be 11°C on April 17?,41776.88972,11172.615623000007,"Max so far is 12.0°C and current temp is 12.0°C, suggesting peak may be reached. However, the market is pricing 12°C bucket at 84% while model shows 55.7%, indicating negative edge.","[""Negative edge of -28.3%"", ""Temperature could still rise slightly to 11.7\u00b0C in next few hours"", ""Market already heavily favors this outcome""]",,,,
2026-04-17T11:37:10.301880+00:00,Tel Aviv,2026-04-17,post_peak,33,,1.0,0.9975,0.25,high,5.0,50.0,1000.0,0.3,False,33.0,34.1,33.0,1.0,1.0,-0.5833333333333339,highest-temperature-in-tel-aviv-on-april-17-2026-33c,Will the highest temperature in Tel Aviv be 33°C on April 17?,7730.58784,17893.974803000005,"Clear post-peak scenario with max_so_far of 33.0°C reached at 10:00-10:20. METAR shows consistent cooling since then (-8°C decline), hourly forecasts show continued cooling, and dust storms are suppressing any reheating. The 33° bucket is virtually certain to settle.","[""minimal_edge_only_0.25pct"", ""high_market_price_997basis""]",,,,
2026-04-17T11:39:38.366199+00:00,Munich,2026-04-17,golden_hour,19,20,0.737,0.25,48.7,high,2.5,25.0,1000.0,1.475,True,19.0,19.2,19.2,0.393,0.737,2.366666666666667,highest-temperature-in-munich-on-april-17-2026-18c,Will the highest temperature in Munich be 18°C on April 17?,65603.31043,9387.990149999996,"Perfect golden hour setup: METAR shows steady warming from 18° to 19° over past hour, model predicts peak at 19.2° in 4 hours, and combined 19°+20° buckets have 73.7% probability. Market severely underpricing at 25% vs model's 39.3% for 19° bucket alone.","[""Airport station 28km away may have different microclimate"", ""Sigma at 1.475 is near threshold but acceptable""]",,,,
2026-04-17T11:39:38.366661+00:00,Jeddah,2026-04-17,post_peak,41,,0.501,0.9935,-49.35,high,4.0,40.0,1000.0,0.8850000000000003,True,41,39.7,41.3,0.501,0.9,-1.6333333333333329,highest-temperature-in-jeddah-on-april-17-2026-41c,Will the highest temperature in Jeddah be 41°C on April 17?,3924.69369,10517.257728,"Max so far is 41°C at 12:00, and hourly forecast shows temperatures declining from current 40°C to 36.4°C next hour. This is classic post-peak capture - the daily high has been reached. Market is massively overpricing 41°C bucket at 99.35% when settlement appears certain.","[""BLDU weather phenomenon could affect temperature readings"", ""Single station risk at King Abdulaziz airport""]",,,,
2026-04-17T11:39:38.366976+00:00,Istanbul,2026-04-17,post_peak,12,,0.557,0.84,-28.3,low,0,0.0,1000.0,0.7,True,12.0,11.7,12.3,0.557,0.9520000000000001,-0.6166666666666671,highest-temperature-in-istanbul-on-april-17-2026-11c,Will the highest temperature in Istanbul be 11°C on April 17?,41776.88972,11172.615623000007,"Current max_so_far is 12°C which should be settlement value in post-peak mode, but market is pricing 12°C bucket at 84% while model only gives it 55.7%. This is negative edge.","[""Negative edge of -28.3%"", ""Market pricing higher than model probability"", ""Still in peak window with potential for further warming""]",,,,
2026-04-17T11:39:38.367148+00:00,Tel Aviv,2026-04-17,post_peak,33,,1.0,0.997,0.3,high,4.0,40.0,1000.0,0.3,False,33.0,34.1,33.0,1.0,1.0,-0.6333333333333329,highest-temperature-in-tel-aviv-on-april-17-2026-33c,Will the highest temperature in Tel Aviv be 33°C on April 17?,7730.58784,17893.974803000005,"Max so far is 33.0°C reached at 10:00-10:20, and temps have been falling steadily for 4+ hours to 25°C. Peak window is past and cooling trend confirms daily high is locked. Market at 99.7% still leaves small edge.","[""Very small edge"", ""High market price reduces profit potential""]",,,,
2026-04-17T11:42:00.482050+00:00,Munich,2026-04-17,golden_hour,19,20,0.737,0.25,48.7,high,2.5,25.0,1000.0,1.475,True,19.0,19.2,19.2,0.393,0.737,2.333333333333334,highest-temperature-in-munich-on-april-17-2026-18c,Will the highest temperature in Munich be 18°C on April 17?,65147.00371,9817.250149999996,"Strong golden hour setup with METAR rising monotonically from 18°C to 19°C in last hour, sigma at 1.475 is acceptable, and hourly forecast shows peak at 17:00 reaching 19.2°C. Combined top-2 adjacent buckets (19°+20°) have 73.7% model probability vs market pricing around 25-55%, providing massive edge.","[""Airport distance 28.5km creates settlement risk"", ""Sigma at 1.475 near upper threshold""]",,,,
2026-04-17T11:42:00.482448+00:00,London,2026-04-17,golden_hour,18,17,0.694,0.59,10.4,medium,2.0,20.0,1000.0,1.0,True,16.0,17.6,17.6,0.363,0.694,2.333333333333334,highest-temperature-in-london-on-april-17-2026-16c,Will the highest temperature in London be 16°C on April 17?,2770.58233,16848.93801799999,METAR shows steady warming from 15°C to 16°C over past hour with peak forecast at 15:00 still 3+ hours away. Model predicts 17.6°C with combined 18°+17° buckets at 69.4% vs market pricing 18° at 59%. Hourly forecast shows continued warming to 17.6°C peak.,"[""sigma=1.0 slightly elevated"", ""cloud cover increasing which could cap warming""]",,,,
2026-04-17T11:42:00.482815+00:00,Paris,2026-04-17,golden_hour,20,19,0.585,0.14,44.5,high,2.5,25.0,1000.0,1.4000000000000004,True,19.0,20.0,20.0,0.328,0.585,2.333333333333334,highest-temperature-in-paris-on-april-17-2026-22c,Will the highest temperature in Paris be 22°C on April 17?,611.5253,18144.516796999997,"Strong golden hour setup with METAR showing steady warming from 18°C at 12:00 to 19°C at 13:00, tracking toward model's 20°C prediction. Combined top-2 adjacent buckets (19°-20°) have 58.5% probability while market prices 20° bucket at only 14%, creating massive 44.5% edge.","[""Urban heat island effect could push settlement higher"", ""Temperature has plateaued at 19\u00b0C for last 90 minutes""]",,,,
2026-04-17T11:42:00.483113+00:00,Jeddah,2026-04-17,post_peak,41,,0.501,0.994,-49.3,high,4.0,40.0,1000.0,0.8850000000000003,True,41,39.7,41.3,0.501,0.9,-1.6833333333333336,highest-temperature-in-jeddah-on-april-17-2026-41c,Will the highest temperature in Jeddah be 41°C on April 17?,3924.69369,10517.257728,"Max so far is 41°C reached at 12:00, and hourly forecast shows cooling trend ahead with next hours at 36.4°C. Market is mispriced at 99.4% for 41°C bucket when settlement is nearly certain at this value.","[""Market liquidity appears limited based on pricing"", ""BLDU weather phenomenon present""]",,,,
